,Unnamed: 0,corredor,cod_mpio,departamento,cod_dpto,municipio,info_type,category,sub_category,keyword,place_id,name,types,latitude,longitude,address,average_rating,user_ratings_total,place_link,phone,website,opening_hours,review_1_rating,review_1_text,review_2_rating,review_2_text,review_3_rating,review_3_text,review_4_rating,review_4_text,review_5_rating,review_5_text,city
4812,4812,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJVaOre4rVKI4RKPJM6FUbNqc,Finca la Bonita.,"point_of_interest,lodging,establishment",1.161666,-77.155987,"Vereda el Carriso, Pasto",5.0,1,https://maps.google.com/?cid=12048847908859867688,316 5385475,,,5.0,,,,,,,,,,Vereda el Carriso
4813,4813,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJO901awDVLo4RcQ4EAOpcnQ8,HOTEL CATEDRAL LOFT BOUTIQUE,"point_of_interest,lodging,establishment",1.2150907,-77.28075690000001,"Cra. 26 #16-29, centro, Pasto",5.0,3,https://maps.google.com/?cid=1125157642004860529,314 2986276,,,5.0,,5.0,"It is very nice, clean and central, staff is too friendly, the price is fair and the breakfast is delicious, I loved my visit from Medellín to Pasto.",5.0,,,,,,centro
4814,4814,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJV7NP16fTLo4RhHZk4wBa7FI,Villaviciosa Hotel Boutique,"establishment,lodging,point_of_interest",1.2250666,-77.28358399999999,"Cra. 35A # 18 128, Pasto",4.7,174,https://maps.google.com/?cid=5975249765475317380,315 8473116,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.0,Nice rooms but the shower never got hot and the chairs on the 3rd floor dining are screeched every time they were moved. That room was above our room.,5.0,"Beautiful place, beautiful rooms cozy and stylish, a must when visiting Pasto!",5.0,"Great, the room is a bit cramped for the price, but it has a winning design.
Or, the coffee and pastry deli are great for those of us traveling with pets. It's located across from a very quiet park.",3.0,"It is a very nice and well located hotel, the water for the shower was never hot and the toilet did not fill automatically, you can hear the television from the next room",2.0,"They placed me in a room that faced the street and there was a lot of noise at night, people talking loudly and motorcycles passing on the main avenue. The room is comfortable and neat, but it does not have all the elements that one would expect for the value one is paying. The included breakfast is fine, although they gave me a reheated arepas in a microwave and they didn't taste good. The kitchen does not have good ventilation and you can smell food if the windows are not open.

They have a good cafe on the first floor.",Cra. 35A # 18 128
4815,4815,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJl-B81VbUKI4RaV15ZhSI1Og,Chalet Guamuez,"establishment,point_of_interest,lodging,food,restaurant",1.1377487,-77.1420206,"Santa Clara, Pasto",4.5,895,https://maps.google.com/?cid=16777184133061893481,311 7717279,http://www.chaletguamuez.com/,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.0,"We had an excellent 200 gms smoked pink trout. One of the best, full of flavor. They had a limited menu during the carnival of Blacks and Whites due to many people for lunch. This place has a wonderful atmosphere and views to the La Cocha lake. Games for children pets allowed in the terrace.",5.0,"Beautiful place. The staff is excellent and very welcomining. Each room has a fireplace which the staff lights for you at night. The food is also delicious. If you are looking for a beautiful, quiet and relaxing atmosphere with amazing food this is the place to go.",5.0,"Great place to be with the family. Or the one you love... I mean chimney, cold weather, a nice cabana... To be closed with a good wine or something. Awesome plan, it's a shame I'm single hahaha",4.0,Love it. Great staff and good food. Awesome spots to enjoy nature.,5.0,Very nice place you can enjoy the view of the lake and the food is incredible good!,Santa Clara
4816,4816,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJ8TdNwUfTLo4RBlJteStYMBI,Cabaña Estancia las Margaritas,"establishment,point_of_interest,lodging",1.1929399,-77.3076007,"Corregimiento De Obonuco Colombia Suramerica, A 10 Minutos del Centro de Pasto Via hacia la Pastusidad - La Playa Obonuco, Sur AMERICA, Pasto",4.3,69,https://maps.google.com/?cid=1310644435308859910,316 2684537,,Monday: 8:00 AM – 10:00 PM|Tuesday: 8:00 AM – 10:00 PM|Wednesday: 8:00 AM – 10:00 PM|Thursday: 8:00 AM – 10:00 PM|Friday: 8:00 AM – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM,5.0,"Had a wonderful time in this beautiful hideaway, amazing Mountain View, in a quiet village,
Jairo was a great host, he’s a wonderful artist so the whole place is filled with his art you can also buy if you want.
There’s a well room was very spacious and comfortable with a great shower.
The place has an equipped kitchen and you can also rent an entire apartment for a family.
Great value for the price.
Highly recommended!",5.0,"A wonderful hostel owned by Jairo. Such a sweet man who was so attentive and even drove us into the city to buy some new rain gear for our motorcycle.

The hostel is beautiful and the beds are some of the most comfortable we have had in Colombia. It was great to have a really hot shower after a wet ride through the mountains.

I encourage you to stay here to experience some lovely Colombian hospitality. Thank you",5.0,"We loved it. Comfortable rooms, good shower, courteous service. A little outside the city with a village atmosphere. There is a kitchen for guest use.",5.0,"Very friendly people
The beds were comfortable, and the place was clean
In addition they were very accommodating with any request we had.",5.0,We stayed here on our motorcycle trip.  The owner was very friendly and accommodating.  He even showed us around the neighborhood in Obonuco.  It is located in a quiet area just outside Pasto.  I highly recommend staying here.,Sur AMERICA
4817,4817,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJSduHuYvVKI4RY0kQ_zsx0Y0,Hotel Restaurante - Santa María de La Cocha,"food,point_of_interest,lodging,restaurant,establishment",1.1528878,-77.15362560000001,"vía al puerto fluvial de la laguna cocha, vereda Encano",4.1,258,https://maps.google.com/?cid=10219003163232455011,314 8333349,,Monday: 8:00 AM – 10:00 PM|Tuesday: 8:00 AM – 10:00 PM|Wednesday: 8:00 AM – 10:00 PM|Thursday: 8:00 AM – 10:00 PM|Friday: 8:00 AM – 10:00 PM|Saturday: 8:00 AM – 10:00 PM|Sunday: 8:00 AM – 10:00 PM,2.0,"We weren't very impressed with this place. Expensive (quoted 60,000 per person for a room) and a bit shabby around the edges. There were mice in the ceiling that were making a noise all night, the door handle came off, and there was NO HOT WATER!!! We asked a few times for the hot water (which we were promised) but after over an hour of waiting for it to get hot, we gave up. Would not recommend.",5.0,"Non pretentious restaurant, use to La Cocha. I went with some friends and had trout. Very well prepared. The waiter was very friendly and made good suggestions. The dessert was delicious.",3.0,"We stayed in the hotel for 1 night (the restaurant was closed). The room was nice but seems unfinished (holes in the roof etc.). We specifically asked whether they had hot water for the shower before checking in because we had just cycled in the rain all day and were freezing. We made this very clear and were promised a hot shower, but unfortunately the water was freezing cold. For what it is it's very expensive (they wanted 120,000 COP for 2 people, we haggled down to 60,000 COP).",4.0,It is quite and good to be a night of you are in La Cocha.,5.0,"We stopped here with our campervan to visit the Laguna de la Cocha. We were able to sleep two nights in the parking lot. There's also a grassy area behind the establishment, but the ground was unfortunately too wet to set up camp when we visited.
We ate at this restaurant one evening and had a wonderful time.
Thank you for your welcome 👍",vía al puerto fluvial de la laguna cocha
4818,4818,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJUXp01WHTLo4R9hS3siH9I94,HOTEL BOUTIQUE LA MERCED,"point_of_interest,lodging,establishment",1.211695,-77.2777397,"Cl 18 #21B - 11, Pasto",4.4,100,https://maps.google.com/?cid=16006915821778965750,311 6509154,,,4.0,"If you come to Pasto for festival, this is a great hotel to be in. Located between two plazas in town, everything happens in front of the hotel. Restaurants are conveniently located next door and nearby. The staff are nice. They can even arrange day trip to Las Lajas.",5.0,"Fantastic hotel, great beds and beautiful decorated. A must-go when travelling through Pasto.",5.0,,5.0,"Excellent service from Mrs. Isabel, I loved staying at this hotel, I would return a thousand times for her attention and super service",5.0,"My husband and I stayed from Tuesday 01-07-2025 until Saturday 01-11-2024.
The hotel is located in one of the large old houses and historical heritage in the center of Pasto. Its location makes it ideal because it has everything nearby: shops, pharmacies, cafes, restaurants, bars, tourist sites, shopping, etc. The place is very quiet, the included breakfast is delicious, the beds are comfortable, it has TV and Wi-Fi, and it is as beautiful as you can see in the photos.
They even told me that if you ask first it is possible that they accept accommodation with pets which is a plus.
It is important to note for those who arrive by vehicle that the hotel itself does not have its own parking, only parking spaces outside on the street.
I really highly recommend this hotel for its quality and price ratio. Next time I come to Pasto, I would surely stay here again.
Many thanks to Mrs. Isabela Domínguez for her kind attention.",Cl 18 #21B - 11
4819,4819,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJG-cRW4LULo4RYBFJI2waYRo,Hotel San Blass Boutique,"lodging,point_of_interest,establishment",1.2134511,-77.2846103,"Cra. 26 #11-89, Pasto",4.7,218,https://maps.google.com/?cid=1900829569477841248,(602) 7350812,https://hotelsanblass.com/,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,2.0,Nice those boutique elements in this hotel and the bed was lovely. But very annoying that most of the time there was no internet connection in the rooms. We stayed here for three days and reported the problem several times. They could not do anything about it. We did get access to the company wifi at the reception. But the range is limited to the small lobby. In the rest of the hotel you can not even send a whatsapp message. No longer of this time and totally not fitting with the price of a stay in this hotel and the appearance of the hotel.,5.0,"Great hotel for location, service and comfort.",5.0,"I rarely go out of my way to write a review. But this hotel amazing value for money. Close to the Cathedral and overlooking the beautiful San Felipe Church. Your modern private room and bathroom includes breakfast (fresh fruit, juice, hot drink and eggs the way you like it). All this for around $20 per night. Not to mention the lovely design touches. Gracias por una estancia increíble!",5.0,"Comfortable and cosy place. The people who run it go out of their way to help, and even brought me a hot water bottle. Great view of the nearby volcano, to remind you of your own mortality.",5.0,New hotel in pasto. I was here for only one night. The price was great and the place was amazing. The stuff was super helpful not only on what it had to deal with the accommodation but also they helped me out with directions for the city.  Overall I was impressed with the place. And I recommend the place as it is need everything in pasto. The internet was fast and they have connections to other local businesses so it will make your life easier if you visit for the first time the city. They speak English and are willing to communicate with you on social media therefore you don’t need to use your rooming,Cra. 26 #11-89
4821,4821,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJ1w48YgDVLo4RthuKomHKJkc,Casa Munay,"establishment,point_of_interest,lodging",1.21169,-77.2853628,"Cl. 10 #24a-20, Pasto",5.0,8,https://maps.google.com/?cid=5127007746495486902,316 0866107,https://www.instagram.com/p/C1ehljgulR2/?igsh=d2J6bm8wdW5vMmxo,,5.0,"A comfortable place to stay, the attention is personalized and reflects the culture of its region.",5.0,"Very good service, its owners are very friendly and attentive to their guests.",5.0,"Un hogar familiar y perfecto para quedarse en tu estancia en pasto. Acogedor, lleno de cultura, cómodo e increíble",5.0,Everything is excellent,5.0,,Cl. 10 #24a-20
4826,4826,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJHcnORs7VLo4RivZUV6MBOk0,hoteles xilon,"lodging,point_of_interest,establishment",1.2059168,-77.2857624,"7206386 7219183, Pasto",,0,https://maps.google.com/?cid=5564762090626152074,321 8424624,,,,,,,,,,,,,7206386 7219183
4834,4834,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJL-ve4VDUKI4RU0wyE792cfE,CLUB CAMPING Y DEPORTE LA COCHA,"lodging,travel_agency,establishment,point_of_interest",1.1382077,-77.13985009999999,"Vía Laguna de la Cocha, Pasto",4.5,11,https://maps.google.com/?cid=17397817398541831251,301 7265056,,Monday: Open 24 hours|Tuesday: Closed|Wednesday: Closed|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,Beautiful day fishing on the lake.,5.0,"Mágico,  de mucha paz y tranquilidad . Un perfecto lugar de descanso",4.0,Beautiful place,5.0,Brilliant!,5.0,,Vía Laguna de la Cocha
4835,4835,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJ9eLDvHjULo4R-mCe9a5rgTk,San Juan Hotel Boutique Pasto,"point_of_interest,establishment,lodging",1.227809,-77.285411,"Carrera 40A # 19-76 Av. Panamericana, Pasto",4.7,242,https://maps.google.com/?cid=4143711531346845946,323 5847178,http://www.sanjuanhotelboutiquepasto.com/,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.0,"Good Courteous Service .
GOOD Food ,
ABOVE AVERAGE
PARKING AVAILABLE.
NICE MOUNTAIN VIEW.",5.0,"Amazing stay, great location and excellent staff.",5.0,This is your hotel in Pasto,4.0,Perfect,5.0,"The hotel is well located, clean, pleasant, the staff is attentive and willing to help tourists. Breakfast is delicious!",Carrera 40A # 19-76 Av. Panamericana
4838,4838,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJCQXsagDVLo4RQ20PXYoqq9M,Hotel Gamma,"establishment,point_of_interest",1.2017504,-77.2715228,"Cerca al terminal de transportes, Cl 18 #10-20, Pasto",5.0,7,https://maps.google.com/?cid=15252331336775462211,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"When I looked at the price of the room, I thought that it must be too good to be true. Nonetheless, I booked it, and it really was as good as the ratings suggested. It is spotlessly clean, and the staff are wonderful. It is close to the bus station, and there are some good eateries nearby - including the one attached to the hotel.",5.0,"Excellent service, very good hotel, I recommend it!",5.0,"Excelente atención, cerca al centro de la ciudad y cerca al terminal de transporte Moderno, cómodo y aseado.",5.0,Excellent service.,5.0,Good attention and service,Cl 18 #10-20
4839,4839,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJM-5Dm4TULo4RjjkjgI8ITms,Hotel Senegal,"point_of_interest,establishment,lodging",1.2122361,-77.2803194,"Cra. 23 #15-53, Centro, Pasto",4.4,132,https://maps.google.com/?cid=7732127022664857998,(602) 7212282,,,5.0,"Service is essential... And these people go out of their way to deliver the best experience. Excellent cleanliness, a restaurant always available, pleasant rooms, good price, good location. There's no elevator, that's the only drawback.",2.0,"Las habitaciones son limpias pero el servicio es malo, en el restaurante se demoran mucho, no dan buen servicio, nosotros fuimos con una bebé y en el último día no nos quisieron dar calentando la comida de la bebé. Entran a la habitación cuando quieren, no esperan a que se vayan para hacer el aseo y luego no se sabe que falta. Proporcionan 1 toalla para una habitación de 3 personas.",5.0,"The restaurant and cafeteria offer very good food, and their attention is very important, as is the service they offer.",5.0,"Nice experience, excellent service, they even gave me a discount.
And they provided me with parking for my motorcycle.
I visited you from Ecuador on my route with my motorcycle Sabrina 🏍️",5.0,Muy ameno y acogedor. Las personas que reciben en recepción son muy amables,Centro
4840,4840,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJoaDZwanVLo4RYj_Ufj0pw1o,Hotel Zafiro,"point_of_interest,lodging,establishment",1.1985342,-77.266638,"Cra. 4 E #17 a 48, Pasto",4.3,53,https://maps.google.com/?cid=6540116427969675106,,,,5.0,"It is a very good hotel and for the others obviously the bell has to ring because just like you and me they had to open at night and sometimes they were busy and didn't hear since they also sleep. I stayed on January 3, 4, 5 and 6 and everything was very clean. They organize your things without having to open them. A very good 5-star hotel.",5.0,"Excellent, do you have a cell phone number please? We're traveling from Cali to stay again.",5.0,Very good service.,4.0,"A well-priced, tidy, comfortable, and quiet hotel with excellent views of the city. They have parking.
The only complaint is that the water was a bit lukewarm, but not hot at all. Otherwise, 5/5.",4.0,"For the price it has, it's very good, if you're passing through and riding a motorcycle it's a good place, it has a garage where you can leave it, there's also a restaurant in front that's pretty good I'd say, yes, there's a bit of noise that can be heard from other areas I'd say it's the worst part but it's not the whole night either, if you wake up with any little noise it's a bit annoying, but if you have a sound sleep it's not a problem at all.",Cra. 4 E #17 a 48
4843,4843,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJ5ao5xb_ULo4RCVFDq-Mwu30,Hotel Frances La Maison,"establishment,point_of_interest,lodging",1.2261724,-77.28420369999999,"Barrio Palermo, Cl 19 #37-16, Pasto",4.7,335,https://maps.google.com/?cid=9059888829774909705,315 4857412,https://hotelfranceslamaison.com/,Monday: 6:00 AM – 11:00 PM|Tuesday: 6:00 AM – 11:00 PM|Wednesday: 6:00 AM – 11:00 PM|Thursday: 6:00 AM – 11:00 PM|Friday: 6:00 AM – 11:00 PM|Saturday: 6:00 AM – 11:00 PM|Sunday: 6:00 AM – 11:00 PM,5.0,"Amazing place, it's owners Paul always available to serve, guide, recommend tourist places, super clean and the best food including home made exotic fruit mermelada. Close to everything in Pasto, Ipiales, Ecuador, Las Lajas,  walking distance to Carnival Museum.",3.0,The hotel is in a great location! Very close to the city center. Some of the rooms can be quite small. The room we had we a decent size but it was a room for 3 people (a twin and a full bed). The service was excellent. Everyone working there was Very nice and helpful. There is no elevator but they help you carry your luggage. There is no hair dryer so plan accordingly. No safe to store valuables either. I don't think there was central air but the temperature was good.,5.0,Exceptional service! The whole hotel staff was very friendly and made us feel very welcome. The owner is absolutely great. Never have I experienced such great service in a hotel.,5.0,This hotel is great if you are looking for a more traditional/home experience.  The food is very good and owner and staff are very helpful and friendly.,5.0,"Very friendly staff, in a nice part of town.  I enjoyed looking at the books on the shelf. The breakfast was quite large.

One way to judge a hotel is by the towels  This hotel has the thickest towels I've ever seen.",Cl 19 #37-16
4846,4846,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJ0XeuKQDVKI4RT7JCHIP6j_s,Finca la Primavera,"establishment,point_of_interest,lodging",1.1479801,-77.1491132,"4VX2+59, Pasto",,0,https://maps.google.com/?cid=18126982466211328591,,,,,,,,,,,,,,4VX2+59
4847,4847,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJqXFKzLXTLo4R12phfUq1Qu4,Vuelo de Colibrí - Refugio Natural,"point_of_interest,lodging,establishment",1.1075811,-77.1646355,"Bajo Motilon km 8, Pasto",5.0,40,https://maps.google.com/?cid=17168484061025495767,317 3047608,https://vuelodecolibri20.wixsite.com/vuelodecolibri,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,Alex is an amazing host! We came as strangers and left as friend. He is putting his creativity and talents into creating an amazing time for his guests. 100% recommendation 🌌💫,5.0,Absolutely beautiful. A great place to rest and recharge.,5.0,"Excellent place, perfect for relaxing and connecting with nature, with a spectacular view of the lagoon and exceptional service. Highly recommended!!!",5.0,"A unique, magical, and wonderful place. Alex, your host, is a very cordial and kind person who welcomes visitors with beautiful stories and warmth.
The cabin has an excellent view of La Cocha Lagoon. A five-minute walk along beautiful trails takes us to its shore, enjoying its majesty and tranquility.
The cabin is cozy and traditionally decorated with beautiful details.
100% SATISFIED AND HAPPY!",5.0,"It's the place every traveler wants to visit. If you're looking to get to know the culture of the Colombian southern people, this is paradise. You'll connect with your inner self and meet a wonderful host who defines the word ""hospitality"" himself. It's a charming cabin where you'll fall in love with the entire space.

It's the perfect place to reflect, with incredible landscapes and 6-star service. You'll fall in love with the lagoon as well as the locals. A heated cabin with blankets that will warm your body and heart.",Bajo Motilon km 8
4849,4849,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJxy7xEIPVKI4ROjr43YjbA-o,Villa Marina,"point_of_interest,establishment",1.1663743,-77.16538,"5R8M+GR, Pasto",5.0,1,https://maps.google.com/?cid=16862562810691336762,321 7750460,,,5.0,,,,,,,,,,5R8M+GR
4852,4852,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJk0QdSqTVLo4RFtJT36jt_LQ,Casa Blanca Hospedaje SAS,"establishment,lodging,point_of_interest",1.2159153,-77.27853739999999,"52001, Cra. 26 #18 - 92",4.8,20,https://maps.google.com/?cid=13041559930515214870,302 7839281,https://casablancahospedaje.com/,,1.0,"I came to Pasto specifically for the carnival with a reservation made in advance through Booking.com, but the hotel canceled my reservation during the carnival period after I had already arrived in Pasto. They were not willing to honor the original price of my reservation, which has never happened to me in all the years I've used Booking.com. They are the only ones who have ever made such a demand.

The hotel wanted to charge me three times more than the price I paid for the reservation. After I refused the price increase, they canceled my reservation.

The hotel offered me to stay in an apartment shared with other people, but I didn’t feel safe in this situation, especially since tourists can be vulnerable to theft. I was forced to agree to this option because I had no other choice, but even that they canceled. I didn’t answer their phone call for half an hour because I was outside and in a situation where I was concerned for my safety. There are gangs of children in the area who spray powder and throw it in people's eyes, and in many cases, they rob tourists this way. That's why I try to avoid taking my phone out while walking around the city, and that's why I didn't answer the call for half an hour.

However, due to their desire to rent the apartment as quickly as possible, they sold it to someone else during that time. They showed no commitment to find me another place to stay after they canceled my reservation, which I made before the carnival events began.

As a result, I had no place to stay during the carnival when all the hotels in the area were fully booked. I tried to contact the hotel for assistance in finding an alternative solution, but they simply ignored my messages. This ignorance was simply embarrassing and disrespectful. I received no help, and in the end, I had to leave the city in the middle of the carnival because I had nowhere to sleep.

The hotel showed no empathy for the situation they created and behaved greedily. They took advantage of the carnival demand to raise prices unreasonably and were disrespectful to customers who refused to pay the inflated prices. I had a deeply disappointing experience that undermines basic customer service values and fair tourism practices.

I do not recommend anyone to trust this hotel, which ignores and disrespects its customers and does not know how to treat tourists. If they came to my country, they would receive a completely different kind of treatment. I have encountered amazing places and hotels in Colombia with exceptional customer service, but unfortunately, in Pasto, I experienced a shameful experience that I will never forget.

Thanks to the hotel for ruining my experience during the carnival events.",5.0,"Las habitaciones son muy cómodas, está muy bien ubicado cerca de todo, y pese a estar a pocos metros de la plaza principal las habitaciones no se escucha ruido, ideal para pasar en familia, con la pareja o trabajo, la atención fue muy buena, lo recomiendo!",5.0,"My experience at Casa Blanca was exceptional. The rooms were comfortable and well decorated, offering a relaxing atmosphere after a day of exploring the city. Breakfast was delicious, with a variety of options to suit any taste. The hotel staff were friendly and helpful, always happy to help with any questions or requests. Additionally, the hotel's location was convenient, with many nearby activities and attractions to enjoy. In short, my stay at Casa Blanca was memorable and I would definitely return on my next trip.",5.0,"The rooms are spacious and very clean, the hotel has a very good location although it does not have parking (There are three parking spaces very close by). The staff's attention was very good, especially Daniela, who made us feel at home. Super recommended, we would stay at this hotel again!",5.0,"My experience at Casa Blanca was very good, I changed plans several times and they always adapted to my changes with a smile. I am very grateful for Daniela's attention, exceptional service! If I return to Pasto I would definitely repeat! Thanks to the entire team.",52001
4853,4853,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJZemN0IfTLo4RoZMn3syl1yE,Hotel Torre del Bosque Pasto,"lodging,point_of_interest,establishment",1.228917,-77.28873209999999,"Cra. 44 #18-12, Pasto",4.4,176,https://maps.google.com/?cid=2438600022563460001,313 6850763,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,4.0,"The service is quite friendly, it shows that the staff has some training.
The facilities are impeccable, modern, clean and comfortable.
Since everything can be perfected, there is a large terrace that can be used as a meeting area, adapted as a living roof, in short, these are ideas.
I don't know if it happens in all the rooms, at least the one assigned to me, the blog's ventilation is not enough, so it happens that there is condensation in the room.",5.0,"Un lugar muy acogedor comodo y agradable, buena ubicación y sobre todo una atención de calidad y muy limpio",4.0,The hotel is comfortable and pleasant. Many aspects can be improved. The rooms in relation to the price may have better amenities. They do not have restaurant service. The beds are comfortable. Cable television service can be improved. The staff is very friendly and with excellent disposition. It is very well located.,5.0,"The rooms are super cool, comfortable furniture, and above all the prices are great",5.0,"Excellent, it is a cozy place, the rooms are very nice, clean, excellent bathroom, good quality toiletries, very friendly people, very good and punctual breakfast, there is passion in the details. Everything has been perfect, the only thing I don't like is the area because it is not very pretty, despite having shops very close.",Cra. 44 #18-12
4856,4856,Corredor 3,52001,NARIÑO,52,PASTO,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""finca turística"", ""finca hotel""",ChIJx6rTLbLTLo4RZXMi4Z6x3qY,Hotel Zarcillejo,"establishment,lodging,point_of_interest",1.2251947,-77.28645600000002,"Cra. 40 #17A-21, Pasto",4.7,100,https://maps.google.com/?cid=12024243351065883493,300 3831818,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"Excellent service, pretty well located and comfortable. It really helps to enjoy the experience in Pasto.",5.0,"Excelente servicio, la amabilidad y atención del personal del hotel es como estar en casa.
Camas cómodas, el aseo impecable, desayuno delicioso.  En las 9 noches que estuvimos todo estuvo muy bien.
La ubicación es ideal para descansar.",5.0,"Excelente hotel volveré a hospedarme cuando vuelva a Pasto, es limpio, los que atienden son amables, la habitacion esta muy bien en relacion costo beneficio, nos fallo el agua caliente pero fue un caso fortuito, la ubicacion es excelente, tienes transporte, restaurantes, bares, droguería 24 horas en la esquina, cuentan con minibar en la recepción, el desayuno es rico y balanceado, en general un linda experiencia, recomendado para cualquier plan, amigos, familia o pareja",1.0,"I had to leave because there was no hot water, they said it would be solved at 10 am and nothing, bad experience, I couldn't take a bath",1.0,"I must start by pointing out that I was guided by the ratings that this hotel had on different pages and made the mistake of booking it. I don't know if there is a new administration that has deteriorated the hotel or the people who have stayed there are blind, but the cleanliness of the rooms is disgusting. Dirty bathrooms, unswept floors, the closet full of dust, uncleaned nightstands, the bedspread on the bed was dirty, super old sheets, poor condition of the walls (they were dirty and with cracks and moisture), the headboard of the bed without vacuuming, among other things. This was pointed out to them and they said that the person in charge of cleaning would not come until the next day. The only saving grace about the hotel is the staff. He is very kind. But that's not enough to stay in a hotel. I spent a terrible night and had to change hotels.",Cra. 40 #17A-21
